bulletin_name,bulletin_key,election_id
"嘉義市 > 市議員 > 嘉義市第1選舉區",546b0806-6e9c-46d6-b93c-2ff0cf91e152,53c4124a-a244-4b52-ac78-6f55acb5b862
"嘉義市 > 市議員 > 嘉義市第2選舉區",546b0806-beb4-408a-8085-2ff0cf91e152,53c4124c-17d8-4209-8a2d-6f55acb5b862
"嘉義市 > 市長 > 嘉義市市長",546b0806-83d4-475c-8321-2ff0cf91e152,53c02082-a760-435a-a3de-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市東區-公園聯合里",546b0806-c1cc-4e02-8506-2ff0cf91e152,53c0232b-647c-49f9-a76b-5c5aacb5b862|53c0232c-6224-428a-9531-5c5aacb5b862|53c0232c-6894-4136-a8ae-5c5aacb5b862|53c0232c-af84-4063-818d-5c5aacb5b862|53c0232d-9eec-4c48-a3a8-5c5aacb5b862|53c0232d-b2bc-4cc2-b425-5c5aacb5b862|53c0232d-bd98-4fce-b7db-5c5aacb5b862|53c0232d-f144-4053-bb4d-5c5aacb5b862|53c02330-5ea0-4e0a-adbc-5c5aacb5b862|53c02330-ee94-4695-9b7f-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市東區-北門聯合里",546b0806-06a8-4d28-a32d-2ff0cf91e152,53c0232b-4878-498e-a3ad-5c5aacb5b862|53c0232b-657c-457a-934c-5c5aacb5b862|53c0232c-7388-4843-adfd-5c5aacb5b862|53c02330-9a04-4037-ae1e-5c5aacb5b862|53c02331-1eac-4ebe-bccd-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市東區-新南聯合里",546b0806-6bb0-4bdd-98f5-2ff0cf91e152,53c0232d-59d4-4f58-93a8-5c5aacb5b862|53c0232d-676c-4499-8839-5c5aacb5b862|53c0232d-dd80-47b6-bbb3-5c5aacb5b862|53c0232e-23e8-4b84-865b-5c5aacb5b862|53c0232e-3104-43b9-ac5e-5c5aacb5b862|53c0232e-aa8c-496f-a58b-5c5aacb5b862|53c0232e-b420-410c-a2ef-5c5aacb5b862|53c0232e-c48c-42ff-be8d-5c5aacb5b862|53c0232e-dc30-42eb-bb95-5c5aacb5b862|53c0232e-fb84-481d-a328-5c5aacb5b862|53c02330-b81c-43b4-aa7a-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市東區-東南門聯合里",546b0806-a9e8-47f6-b9c2-2ff0cf91e152,53c0232c-48dc-41ac-a2e3-5c5aacb5b862|53c0232f-2930-41ae-bdbd-5c5aacb5b862|53c0232f-3bbc-4a3a-8ef3-5c5aacb5b862|53c0232f-3e8c-4bab-957e-5c5aacb5b862|53c0232f-9198-47cd-82d7-5c5aacb5b862|53c0232f-bdec-4fe0-8a5a-5c5aacb5b862|53c02330-072c-4e0d-b6ea-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市西區-八掌聯合里",546b0806-dad8-4371-be91-2ff0cf91e152,53c02334-3298-4be2-ada3-5c5aacb5b862|53c02334-cc0c-424a-a478-5c5aacb5b862|53c02335-088c-4712-9ee3-5c5aacb5b862|53c02335-2820-4180-b6c4-5c5aacb5b862|53c02335-864c-4eb4-ad50-5c5aacb5b862|53c02335-9750-4fa9-a4ab-5c5aacb5b862|53c02335-e258-4552-85e3-5c5aacb5b862|53c02335-e798-4782-b4b5-5c5aacb5b862|53c02336-2ce4-425f-b522-5c5aacb5b862|53c02336-66d0-4fb4-96cc-5c5aacb5b862|53c02336-710c-44c7-b1a3-5c5aacb5b862|53c02337-4874-4fff-b88a-5c5aacb5b862|53c02338-5570-4497-8522-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市西區-北興聯合里",546b0806-1cf8-4eec-a54c-2ff0cf91e152,53c02331-4dd4-4bdf-a97f-5c5aacb5b862|53c02331-c728-4f4e-aa30-5c5aacb5b862|53c02331-ea94-43ab-8c60-5c5aacb5b862|53c02332-4d24-422f-81ab-5c5aacb5b862|53c02337-85c4-4f4f-bdc8-5c5aacb5b862
"嘉義市 > 里長 > 嘉義市西區-北鎮聯合里",546b0806-8070-40cf-81f0-2ff0cf91e152,53c02332-4780-4294-ba3c-5c5aacb5b862|53c02332-4d24-422f-81ab-5c5aacb5b862|53c02332-79f8-462b-b181-5c5aacb5b862|53c02332-9908-45da-9091-5c5aacb5b862|53c02332-eb68-4a0d-8007-5c5aacb5b862|53c02332-fb30-4f5f-8afc-5c5aacb5b862|53c02337-494c-4f3f-b7c5-5c5aacb5b862|53c02338-fd84-413a-ae2b-5c5aacb5b862
